idx,char_pos,cmdVx,cmdVy,cmdVw,ts
347,92236,0.0,0.0,0.2,2026-05-06 18:23:45.906
348,92593,0.0,0.0,0.2,2026-05-06 18:23:45.906
349,92935,0.0,0.0,0.2,2026-05-06 18:23:45.906
350,93173,0.0,0.0,0.2,2026-05-06 18:23:45.906
351,93402,0.0,0.0,0.2,2026-05-06 18:23:45.906
352,93643,0.0,0.0,0.2,2026-05-06 18:23:45.906
353,94114,0.0,0.0,0.2,2026-05-06 18:23:46.120
354,94343,0.0,0.0,0.2,2026-05-06 18:23:46.120
355,94581,0.0,0.0,0.2,2026-05-06 18:23:46.120
356,94810,0.0,0.0,0.2,2026-05-06 18:23:46.120
357,95048,0.0,0.0,0.2,2026-05-06 18:23:46.120
358,95521,0.0,0.0,0.2,2026-05-06 18:23:46.120
359,95750,0.0,0.0,0.2,2026-05-06 18:23:46.120
360,95988,0.0,0.0,0.2,2026-05-06 18:23:46.120
361,96346,0.0,0.0,0.2,2026-05-06 18:23:46.166
362,96688,0.0,0.0,0.2,2026-05-06 18:23:46.203
363,96926,0.0,0.0,0.2,2026-05-06 18:23:46.203
364,97155,0.0,0.0,0.2,2026-05-06 18:23:46.353
365,97393,0.0,0.0,0.2,2026-05-06 18:23:46.353
366,97750,0.0,0.0,0.2,2026-05-06 18:23:46.353
367,98092,0.0,0.0,0.2,2026-05-06 18:23:46.353
368,98330,0.0,0.0,0.2,2026-05-06 18:23:46.353
369,98559,0.0,0.0,0.2,2026-05-06 18:23:46.353
370,98683,0.0,0.0,0.2,2026-05-06 18:23:46.353
371,99025,0.0,0.0,0.2,2026-05-06 18:23:46.460
372,99264,0.0,0.0,0.2,2026-05-06 18:23:46.460
373,99493,0.0,0.0,0.2,2026-05-06 18:23:46.460
374,99731,0.0,0.0,0.2,2026-05-06 18:23:46.460
375,100211,0.0,0.0,0.2,2026-05-06 18:23:46.619
376,100679,0.0,0.0,0.2,2026-05-06 18:23:46.619
377,100908,0.0,0.0,0.2,2026-05-06 18:23:46.619
378,101146,0.0,0.0,0.2,2026-05-06 18:23:46.619
379,101625,0.0,0.0,0.2,2026-05-06 18:23:46.619
380,102093,0.0,0.0,0.2,2026-05-06 18:23:46.778
381,102322,0.0,0.0,0.2,2026-05-06 18:23:46.778
382,102449,0.0,0.0,0.2,2026-05-06 18:23:46.778
383,102791,0.0,0.0,0.2,2026-05-06 18:23:46.778
